title,tags,dates,text
"COP25: Chile ETS study, CO2 tax changes may stall as beleaguered gov’t changes tack on climate action","Americas,Carbon Taxes,Climate Talks,REDD,South & Central,US,Voluntary Market","Published 19:29 on December 8, 2019  /  Last updated at 19:31 on December 8, 2019  /  ",Plans for a Chilean cap-and-trade programme and the passage of carbon tax reforms may stall as the country’s beleaguered government rolls out a sweeping economic recovery plan and backtracks on other its other climate action efforts in response to mass protests over living costs.
COP25: Aviation offset stakeholders hit back at report criticising CORSIA applicants,"Africa,Americas,Asia Pacific,Aviation/CORSIA,Canada,China,China's Offset Market,Climate Talks,EMEA,International,Kyoto Mechanisms,New Market Mechanisms,Other APAC,REDD,South & Central,US,Voluntary Market","Published 15:18 on December 7, 2019  /  Last updated at 15:55 on December 7, 2019  /  ","A recent study challenging the carbon credit standards that have applied for the global CORSIA aviation offsetting scheme made questionable interpretations of the programme’s environmental criteria, and also ran counter to UN body ICAO’s own guidance in the process, developers and brokers said Friday."
California carbon allowance industrial allocation jumps 16% in 2020,"Americas,Canada,US","Published 23:58 on December 6, 2019  /  Last updated at 08:34 on December 7, 2019  /  ","Industrial allowance allocation for California facilities regulated under the state’s WCI-linked cap-and-trade programme rose by roughly 15 million in 2020, as the number of those permits eligible for past compliance obligations more than doubled, according to data published Friday."
"RGGI auction discount, compliance purchases hit multi-year highs in Q4 sale","Americas,US","Published 16:07 on December 6, 2019  /  Last updated at 08:45 on December 7, 2019  /  ","RGGI’s final auction of 2019 settled at its largest discount to the secondary market in more than two years, as compliance entities purchased their biggest share of allowances since 2016, according to results published Friday."
"Options exist for new US LCFS schemes, experts say","Americas,RINs & LCFS,US","Published 01:19 on December 6, 2019  /  Last updated at 09:32 on December 6, 2019  /  ","More clean fuel standard programmes could develop across the United States as jurisdictions look to reduce carbon emissions from the transportation sector and incentivise additional supply of less-carbon emitting fuels, a conference heard Thursday."
"California LCFS balance will tighten after 2020, but GHG target achievable -analyst","Americas,RINs & LCFS,US","Published 20:12 on December 5, 2019  /  Last updated at 23:26 on December 5, 2019  /  ","The credit balance under California’s Low Carbon Fuel Standard (LCFS) is likely to tighten early in the next decade, but the accelerated adoption of electric vehicles will ensure the programme reaches its 2030 goal, an analyst said Thursday."
"NA Markets: California prices sink after auction, RGGI slides into Q4 sale","Americas,Canada,US","Published 18:13 on December 5, 2019  /  Last updated at 23:41 on December 5, 2019  /  ","California Carbon Allowance (CCAs) prices fell this week to counter an initially bullish reaction to last week’s Q4 WCI auction, while RGGI Allowances (RGAs) slid heading into the Northeast US carbon market’s final sale of 2019."
"COP25: Voluntary carbon market doubles to near-record volume in 2018, though prices flat -report","Africa,Americas,Asia Pacific,Aviation/CORSIA,EMEA,International,Kyoto Mechanisms,New Market Mechanisms,Other APAC,REDD,South & Central,US,Voluntary Market","Published 16:07 on December 5, 2019  /  Last updated at 23:35 on December 5, 2019  /  ","Voluntary carbon trade worldwide doubled in 2018 to approach record levels at near 100 MtCO2e, as forest projects took a lead amid heightened demand but offset prices remained flat, researchers found in a report published on Thursday."
California’s difficult path to 2030 emissions goal could increase CCA volatility -analysts,"Americas,Canada,US","Published 01:10 on December 5, 2019  /  Last updated at 01:10 on December 5, 2019  /  ",Analysts expect further price volatility in the WCI-linked ETS as California’s existing suite of environmental policies is unlikely to hit the state’s long-term emissions goals.
California fuel consumption remains slightly above 2018 levels,"Americas,Canada,US","Published 23:57 on December 4, 2019  /  Last updated at 23:57 on December 4, 2019  /  ","California’s cumulative fuel consumption maintained its slight edge above last year’s levels through August, but transportation emissions are likely to remain on par with 2018, state data showed."
ANALYSIS: RGGI auction expected to align with secondary market despite dipping emissions,"Americas,US","Published 01:01 on December 4, 2019  /  Last updated at 09:53 on December 4, 2019  /  ",RGGI market participants are anticipating the upcoming Q4 auction to settle in line with the secondary market as the future potential expansion of the scheme to neighbouring states is overshadowing declining emissions in the Northeast region.
COP25: Lower coal use can’t stop global GHGs from rising in 2019 -study,"Africa,Americas,Asia Pacific,China,Climate Talks,EMEA,International,South & Central,US","Published 00:01 on December 4, 2019  /  Last updated at 23:11 on December 3, 2019  /  ","Rising CO2 emissions from natural gas and oil in 2019 will more than offset abatement progress from lower coal usage in major economies, according to research published Wednesday."
Massachusetts GWSA allowance prices remain high in Q3 amid low liquidity -report,"Americas,US","Published 23:55 on December 3, 2019  /  Last updated at 14:36 on January 6, 2020  /  ","Carbon allowance prices under Massachusetts’ Global Warming Solutions Act (GWSA) power sector ETS remained high on the secondary market through the third quarter due to low liquidity and market participants expecting future price increases, according to a new report."
COMMENT: What critics of a European ‘carbon border tax’ are missing,"Carbon Taxes,China,Climate Talks,Dialogue,EMEA,EU ETS,International,US,Views","Published 20:07 on December 3, 2019  /  Last updated at 20:36 on December 3, 2019  /  ","Opinions abound on a controversial new policy announced by new European Commission President von der Leyen: the ‘carbon border tax’. Yet many commentators limit themselves to repeating decade-old and often irrelevant arguments, overlooking the actual challenges such a measure will face."
ECOSYSTEM MARKETPLACE – Shades of REDD+: Should forest offsets be eligible for CORSIA?,"Africa,Americas,Asia Pacific,Aviation/CORSIA,China,Climate Talks,Conversations,EMEA,International,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,Other APAC,REDD,South & Central,US,Views,Voluntary Market","Published 18:20 on December 3, 2019  /  Last updated at 22:39 on December 9, 2019  /  ","When operating details of the Kyoto Protocol’s CDM were negotiated from 2001-03, many voiced concerns about forest carbon credits and their high risk of reversals, potential to displace emissions, and the difficulties in accurately quantifying emission reductions. Nearly two decades on, it is worthwhile to reconsider the question of whether or not forest mitigation could be ready for carbon markets. The question is back on the table as ICAO sets up a scheme for reducing emissions from international air travel."
EXCLUSIVE: California issued offsets to livestock project after discovering prior regulatory violations,"Americas,Canada,US","Published 01:40 on December 3, 2019  /  Last updated at 01:40 on December 3, 2019  /  ","California regulator ARB knew of alleged regulatory compliance offences at a Michigan-based WCI livestock project for five months before launching an investigation last month, but still chose to issue offsets after uncovering those problems, documents show."
WCI auction supply sinks in 2020 as floor price rises to $16.68,"Americas,Canada,US","Published 21:00 on December 2, 2019  /  Last updated at 17:57 on December 3, 2019  /  ","California’s 2020 cap-and-trade auction floor price will be set at $16.68, as the total auction supply in the linked WCI market will dip by 14% due to true-up allocations, the state regulator ARB confirmed Monday."
PREVIEW COP25: UN carbon market talks to take centre stage in Madrid,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,Shipping,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 01:00 on November 30, 2019  /  Last updated at 23:04 on December 2, 2019  /  ","Officials from nearly 200 governments arrive at COP25 in Madrid next week to hammer out the rules for international emissions trade under the Paris Agreement, with several testing issues remaining from last year when disagreements nearly threw off a wider deal on the 2015 pact. "
"NA Markets: California allowances rise following Q4 auction results, RGAs float up","Americas,Canada,US","Published 17:12 on November 28, 2019  /  Last updated at 22:54 on November 28, 2019  /  ","California Carbon Allowance (CCA) prices rose following the Q4 auction results as traders viewed utility Pacific Gas & Electric’s return as a bullish prospect, while RGGI Allowances (RGAs) inched up on thin volume."
"California reduces invalidation period on 1 mln offsets, while new credits languish","Americas,Canada,Mexico,US,Voluntary Market","Published 21:20 on November 27, 2019  /  Last updated at 00:49 on November 28, 2019  /  ","California regulator ARB granted more than 253,000 new offset credits across two protocols this week as issuances stayed low, while the agency reduced the invalidation period on nearly 1 million credits, according to data released Wednesday."
Mexico reveals emissions cap levels for pilot ETS ahead of 2020 start,"Americas,Canada,Mexico,US","Published 18:51 on November 27, 2019  /  Last updated at 23:46 on November 27, 2019  /  ","Mexico published emissions limits and sectoral breakdowns for the first two years of its pilot cap-and-trade programme on Wednesday, bringing the long-awaited start of the market’s trial phase a step closer."
None of 14 offset standard contenders meet CORSIA aviation scheme criteria -report,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,China's Offset Market,Climate Talks,EMEA,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 15:09 on November 27, 2019  /  Last updated at 23:27 on November 27, 2019  /  ","None of the 14 carbon credit standards that have applied for eligibility under the UN’s global CORSIA aviation offsetting scheme meet the criteria set out by governments, while some of the candidates may not even be considered offset programmes."
Q4 WCI auction settles underneath secondary market as PG&E returns,"Americas,Canada,US","Published 20:56 on November 26, 2019  /  Last updated at 01:40 on November 27, 2019  /  ","The latest California-Quebec current vintage carbon auction settlement retraced from the Q3 clearing price, according to the results released Tuesday, despite embattled utility Pacific Gas & Electric (PG&E) taking part in its first auction since declaring bankruptcy in January."
"Court sides with BP over fired US carbon trader’s bonus dispute, pending termination ruling","Americas,Bavardage,Canada,RINs & LCFS,US","Published 17:30 on November 26, 2019  /  Last updated at 14:09 on November 27, 2019  /  ","A former US emissions trader for BP will be liable to repay a $200,000 signing bonus after being fired within the first two years of employment, the US District Court of the Northern District of Illinois decided Monday, provided it rules early next year that the oil major terminated her with cause."
ECOSYSTEM MARKETPLACE: Shades of REDD+ Nesting – A good or bad piece of Swiss cheese?,"Africa,Americas,Asia Pacific,Conversations,EMEA,International,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,Other APAC,REDD,South & Central,US,Views,Voluntary Market","Published 23:27 on November 25, 2019  /  Last updated at 22:40 on December 9, 2019  /  ","There was a time when people thought that forests were the low-hanging fruit of the climate challenge, and that reducing emissions from deforestation was fast, easy, and cheap.  No one thinks that anymore. "
ANALYSIS: California offset investigation could spur higher premium for ‘golden’ credits,"Americas,Canada,US","Published 21:49 on November 25, 2019  /  Last updated at 00:54 on November 26, 2019  /  ","Prices for California offset credits financially backed against invalidation could rise as a result of state regulator ARB’s probe into a Michigan-based livestock project, developers and market participants said."
US EPA not expected to finalise RFS supplementary proposal till this winter -report,"Americas,RINs & LCFS,US","Published 18:51 on November 25, 2019  /  Last updated at 00:45 on November 26, 2019  /  ","The US EPA will likely not finalise its plan to introduce a supplementary proposal to next year’s biofuel quotas under the Renewable Fuel Standard (RFS) until after the programme’s Nov. 30 deadline, as the agency reviews public comments on the strategy released this fall, according to a media report."
World on track to put record 3% dent in coal consumption -report,"Americas,Asia Pacific,China,China's National ETS,EMEA,EU ETS,International,Japan,Other APAC,South Korea,US","Published 11:38 on November 25, 2019  /  Last updated at 09:52 on November 26, 2019  /  ","Global electricity production from coal is on track for a record drop of 3% year-on-year in 2019 amid lower electricity demand and a rapid increase in renewables and nuclear power, a report said Monday, with even numbers in China falling."
"Oregon eyes January release for draft ETS proposal, as legislators still debating revisions","Americas,Canada,RINs & LCFS,US","Published 23:04 on November 22, 2019  /  Last updated at 23:04 on November 22, 2019  /  ","Oregon Democratic legislators are expected to unveil a draft cap-and-trade bill in mid-January, while lawmakers are still addressing possible revisions to build wider support for the measure, a state senator told Carbon Pulse."
Nevada to evaluate market-based climate policies as part of executive order,"Americas,US","Published 22:23 on November 22, 2019  /  Last updated at 12:52 on November 26, 2019  /  ","Nevada will consider market-based mechanisms among a host of possible carbon abatement strategies to achieve higher GHG reduction targets set by legislators this year, Governor Steve Sisolak’s (D) executive order stipulated Friday."
"RGGI increasing CO2, co-pollutant burden on environmental justice communities -report","Americas,US","Published 18:02 on November 22, 2019  /  Last updated at 18:06 on November 22, 2019  /  ","Low-income and disadvantaged communities experienced rising carbon emissions and greater exposure to particulate matter due to the Northeast US RGGI cap-and-trade programme design, a non-governmental organisation said in a report this week."
"NA Markets: WCI prices increase in anticipation of auction results, RGGI remains flat","Americas,Canada,US","Published 23:13 on November 21, 2019  /  Last updated at 18:22 on November 22, 2019  /  ","California Carbon Allowance (CCA) prices rose to a three-week high on the secondary market this week ahead of the November auction results being published, while RGGI allowance (RGA) prices stagnated on thin volume."
New Mexico to explore cap-and-trade option as it plans second climate report,"Americas,Canada,US","Published 22:54 on November 21, 2019  /  Last updated at 18:05 on November 22, 2019  /  ","New Mexico will examine implementing a cap-and-trade programme as it explores a suite of carbon reduction policies to hit its new GHG reduction target, according to a government report released Thursday."
California unanimously approves LCFS price cap as part of amendment package,"Americas,RINs & LCFS,US","Published 20:18 on November 21, 2019  /  Last updated at 18:17 on November 22, 2019  /  ",California regulator ARB’s board endorsed the installation of a Low Carbon Fuel Standard (LCFS) price ceiling and a borrowed credits mechanism drawn from utilities’ future electric vehicle budgets as part of a suite of programme amendments on Thursday.
"Virginia Democrats file bill to enable RGGI linkage, state-run auctions","Americas,US","Published 20:31 on November 20, 2019  /  Last updated at 22:50 on November 20, 2019  /  ",Virginia Democrats filed legislation on Tuesday to allow a linkage with the Northeast US RGGI programme and for the state to sell 100% of allowances under its proposed cap-and-trade rule.
Analysts revise down WCI price forecasts on lower power sector emissions,"Americas,Canada,US","Published 00:03 on November 20, 2019  /  Last updated at 00:03 on November 20, 2019  /  ","Higher California hydroelectric production and lower natural gas generation will ease the WCI programme’s 2019 emissions total and lead carbon allowance prices lower, analysts said Tuesday."
"California offset project violation should not lead to invalidation, developer says","Americas,Canada,US","Published 22:12 on November 19, 2019  /  Last updated at 22:12 on November 19, 2019  /  ","Regulatory violations at a Michigan-based WCI livestock project under investigation by California’s ARB do not directly pertain to offset-related functions, rendering them irrelevant for any invalidation-related concerns by the state regulator, the project developer told Carbon Pulse."
California LCFS stakeholders recommend amendment tweaks ahead of board vote,"Americas,RINs & LCFS,US","Published 21:28 on November 19, 2019  /  Last updated at 22:29 on November 19, 2019  /  ","California Low Carbon Fuel Standard (LCFS) stakeholders are offering further changes to regulatory amendments that the state regulator ARB’s board will vote on this week, according to recent public comments."
Pennsylvania lawmakers unveil bills to require legislative approval of RGGI entrance,"Americas,US","Published 20:44 on November 19, 2019  /  Last updated at 19:21 on November 20, 2019  /  ","Pennsylvania state lawmakers on Tuesday announced mostly GOP-led legislation to mandate the General Assembly’s sign-off for linking with RGGI, possibly creating some roadblocks for Governor Tom Wolf’s (D) desire to join the Northeast US carbon market."
Mexican carbon pricing NGO sees director leave for IHS Markit,"Americas,Bavardage,International,Mexico,US","Published 15:34 on November 19, 2019  /  Last updated at 15:34 on November 19, 2019  /  ","The director of non-governmental organisation and CO2 pricing consultancy Carbon Trust’s Mexico office will take on a new role at information provider IHS Markit, Carbon Pulse has learned."
California’s ARB probing 36k livestock offsets for regulatory violations,"Americas,Canada,US","Published 23:42 on November 18, 2019  /  Last updated at 15:25 on November 19, 2019  /  ","California regulator ARB is probing a Michigan-based livestock offset project for failing to meet regulatory compliance during its WCI reporting periods, with more than 36,100 credits now under investigation, the agency announced Monday."
ANALYSIS: WCI traders expect Q4 auction settlement above $17.00,"Americas,Canada,US","Published 22:19 on November 18, 2019  /  Last updated at 00:08 on November 19, 2019  /  ","Market participants are anticipating the November WCI auction will settle underneath the secondary market price and Q3 sale result, as compliance entities and speculators continue to seek out discounts below stagnant California Carbon Allowance (CCA) values."
Vermont governor may oppose TCI transport carbon market design,"Americas,US","Published 21:36 on November 18, 2019  /  Last updated at 23:18 on November 18, 2019  /  ","Vermont Governor Phil Scott (R) is holding out on committing to the design of a cap-and-invest programme for the fuel sector, despite his state’s involvement in the Transportation and Climate Initiative (TCI) design process for a regional ETS."
"Speculators increasing V19 California carbon holdings, data shows","Americas,Canada,US","Published 17:05 on November 18, 2019  /  Last updated at 23:32 on November 18, 2019  /  ","New participants are building length in California Carbon Allowances (CCAs) ahead of this week’s WCI auction as prices have stabilised above $17.00, according to US Commodity Futures Trading Commission (CFTC) data."
"ANALYSIS: Experts divided on CORSIA aviation offset supply estimates, with CDM renewal risk in focus","Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,China's Offset Market,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 20:18 on November 15, 2019  /  Last updated at 20:18 on November 15, 2019  /  ","Experts are differing greatly on the potential supply of eligible carbon credits that could be available under ICAO’s global aviation offset scheme, and specifically on the amount of available CDM units, which are poised to play a key role."
"US senators introduce bipartisan legislation to expand RGGI, WCI carbon markets","Americas,Canada,US","Published 18:23 on November 15, 2019  /  Last updated at 18:27 on November 15, 2019  /  ","A bipartisan group of US senators from the Northeast unveiled a bill Thursday to encourage the expansion of the country’s two regional cap-and-trade programmes, including by creating a new division with the EPA."
RGGI compliance holdings increase with more activity in Q3 -report,"Americas,US","Published 23:16 on November 14, 2019  /  Last updated at 23:27 on November 14, 2019  /  ","Regulated entities under the Northeast US RGGI ETS increased their holdings slightly in the third quarter, as trading between unaffiliated parties also edged up, according to a report released Thursday."
"NA Markets: California prices stabilise ahead of Q4 sale, RGGI dips on thin outright volume","Americas,Canada,US","Published 22:50 on November 14, 2019  /  Last updated at 00:12 on November 15, 2019  /  ","California Carbon Allowance (CCA) prices stagnated on the secondary market this week as traders shifted their focus towards next week’s WCI auction, while RGGI allowance (RGA) values receded after two consecutive weekly gains."
"USDA, Nature Conservancy launch voluntary Appalachian forest carbon partnership","Americas,US,Voluntary Market","Published 17:34 on November 14, 2019  /  Last updated at 00:35 on November 15, 2019  /  ","The United States Department of Agriculture (USDA) will partner with green group The Nature Conservancy (TNC) to help Appalachian landowners develop forestry offset projects for the voluntary market, the entities announced Wednesday."
California offset issuances rise to 820k with bumper mine methane batch,"Americas,Canada,Mexico,US,Voluntary Market","Published 21:49 on November 13, 2019  /  Last updated at 13:31 on November 14, 2019  /  ","California handed out nearly 821,000 new compliance offsets this week, with the mine methane capture (MMC) and forestry protocols making up a bulk of that new supply, according to data released Wednesday."
Inflation rises to 1.8% to set California’s ETS 2020 floor price at $16.68,"Americas,Canada,US","Published 13:57 on November 13, 2019  /  Last updated at 14:27 on November 13, 2019  /  ","California’s 2020 floor price for its WCI-linked carbon market is set to rise to $16.68 after year-on-year inflation for October came in at 1.8%, according to government data released Wednesday."
Oregon floats delaying fuel sector entrance for proposed ETS -sources,"Americas,Canada,US","Published 22:12 on November 12, 2019  /  Last updated at 00:34 on November 13, 2019  /  ","Oregon politicians are debating the postponement of compliance obligations for the state’s fuel sector for five years under a future WCI-aligned ETS, but it remains to be seen whether that option has support among Democrats, regulatory sources told Carbon Pulse."
RFS Market: RINs lift from 3-mth low as buyers return,"Americas,RINs & LCFS,US","Published 22:11 on November 11, 2019  /  Last updated at 23:46 on November 11, 2019  /  ",US Renewable Fuel Standard (RFS) biofuel credits rose over the past few days from a recent low as buyers scooped them up at bargain prices.
"TCI programme may release modelling, ETS cap scenarios next month, sources say","Americas,US","Published 18:42 on November 11, 2019  /  Last updated at 00:05 on November 12, 2019  /  ","The Transportation and Climate Initiative (TCI) is expected to include emissions cap scenarios and additional modelling in its December draft memorandum of understanding (MOU) for the proposed fuel sector ETS in the US Northeast and Mid-Atlantic regions, two regulatory sources said."
New Jersey COATS registry accounts re-open ahead of December RGGI auction,"Americas,US","Published 23:01 on November 8, 2019  /  Last updated at 23:08 on November 8, 2019  /  ","Thirty New Jersey CO2 Allowance Tracking System (COATS) accounts were re-opened in the Northeast US RGGI ETS ahead of the scheme’s December auction and less than two months before the state returns to the regional programme, registry data showed Friday."
ANALYSIS: California-Quebec carbon auctions to shrink in 2020 with true-up allocations,"Americas,Canada,US","Published 19:08 on November 8, 2019  /  Last updated at 22:40 on November 8, 2019  /  ","The WCI carbon market’s quarterly auctions are projected to contract significantly in 2020, as industrial true-up allocations for the third compliance period will shrink the availability of state-owned allowances, according to Carbon Pulse analysis."
Cruise line MSC seeks CO2 neutrality through blue carbon offsets,"Americas,Asia Pacific,Australia,Climate Talks,EMEA,International,New Market Mechanisms,Shipping,South & Central,Switzerland,US,Voluntary Market","Published 18:34 on November 8, 2019  /  Last updated at 22:34 on November 8, 2019  /  ","Swiss-based MSC Cruises aims to achieve carbon neutrality in its marine fleet operations by Jan. 2020 through offsetting, and plans to increasingly rely on blue carbon projects to maintain the goal, it announced Friday."
"NA Markets: Virginia election spurs RGGI to five-month high, CCAs inch up on emissions data","Americas,Canada,US","Published 22:54 on November 7, 2019  /  Last updated at 00:35 on November 9, 2019  /  ","RGGI allowance (RGA) prices rose to a five-month high this week as market participants reacted positively to Democrats sweeping the Virginia legislature, while California Carbon Allowances (CCAs) rose slightly following the linked WCI programme’s publication of 2018 emissions data."
Oregon Clean Fuels Program bounces back with Q2 credit surplus,"Americas,RINs & LCFS,US","Published 16:37 on November 7, 2019  /  Last updated at 16:37 on November 7, 2019  /  ","The Oregon Clean Fuels Program (OCFP) recorded a nearly 15,000 credit surplus during the second quarter of 2019 after posting its largest-ever deficit over the previous three months, state data showed Wednesday."
"Quebec’s ETS emissions remain mostly static in 2018, as industrial reductions mute fuel increase","Americas,Canada,US","Published 22:17 on November 6, 2019  /  Last updated at 01:24 on November 7, 2019  /  ","Quebec’s WCI-regulated emissions saw meagre year-on-year growth in 2018, as reductions in the industrial and power sectors minimised gains notched by transportation, according to data released by the environmental ministry."
"TCI point of obligation, biofuels coverage proving contentious in carbon market design process","Americas,US","Published 22:13 on November 6, 2019  /  Last updated at 00:12 on November 9, 2019  /  ","Transportation and Climate Initiative (TCI) stakeholders and observers remain split on where to assign compliance obligations and whether to regulate biofuels under the proposed cap-and-invest programme in the US Northeast and Mid-Atlantic regions, according to public comments."
California WCI entities fully comply at November interim true-up deadline,"Americas,Canada,US","Published 19:42 on November 6, 2019  /  Last updated at 01:13 on November 7, 2019  /  ","California emitters fully complied with surrendering compliance instruments against 30% of their 2018 GHG output at the state’s Nov. 1 interim cap-and-trade deadline, ARB officials said."
RGGI allowances rise after Democrats win legislative majority in Virginia,"Americas,US","Published 16:54 on November 6, 2019  /  Last updated at 01:21 on November 7, 2019  /  ","RGGI allowance (RGA) prices rose early on Wednesday as market participants took a bullish view of Democrats securing a majority in Virginia’s legislature Tuesday night, a feat that could allow the state to join the regional ETS in 2021."
Virginia Democrats’ election victory paves the way for potential RGGI entrance,"Americas,US","Published 03:09 on November 6, 2019  /  Last updated at 00:38 on November 9, 2019  /  ","Virginia Democrats won a majority in the state legislature on Tuesday, potentially allowing the state to join the Northeast US ETS in the coming years."
"FEATURE: A year out, UN’s CORSIA aviation scheme mired in offset supply struggles","Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,China's National ETS,China's Offset Market,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,Shipping,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 01:43 on November 6, 2019  /  Last updated at 10:53 on November 6, 2019  /  ","The UN’s CORSIA aviation offsetting scheme is just over a year away from entering into force, but a myriad of supply- and reputation-related concerns is clouding the horizon for airlines and investors, not least the fact that it remains unclear exactly which credits will be eligible."
"WCI speculators held onto allowance position amid US lawsuit, data shows","Americas,Canada,US","Published 20:52 on November 5, 2019  /  Last updated at 20:52 on November 5, 2019  /  ","New financial entities have maintained their long position in California Carbon Allowances (CCAs), even as uncertainty rankled the cap-and-trade programme after the US Department of Justice challenged the state’s ETS linkage with WCI partner Quebec, according to US Commodity Futures Trading Commission (CFTC) data."
RFS Market: RIN prices approach 3-month low,"Americas,RINs & LCFS,US","Published 16:20 on November 5, 2019  /  Last updated at 19:50 on November 5, 2019  /  ","Biofuel credit prices under the US Renewable Fuel Standard (RFS) fell in recent days to near the 10-cent mark, as bearish sentiment continued to grip the market."
World Bank-led PAF to hold fourth carbon offset auction,"Africa,Americas,Asia Pacific,EMEA,International,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,Other APAC,South & Central,US,Voluntary Market","Published 14:00 on November 5, 2019  /  Last updated at 17:15 on December 10, 2019  /  ","The World Bank’s Pilot Auction Facility (PAF) will hold a fourth auction next year to buy methane emission reduction credits from projects in the developing world, the bank said Tuesday."
California diesel consumption accelerates in July as gasoline continues to decline,"Americas,Canada,US","Published 20:48 on November 4, 2019  /  Last updated at 15:51 on November 5, 2019  /  ","California diesel consumption rose during July amid lower retail fuel prices, but even with those gains, total fuel consumption remains below last year’s level through the first seven months of 2019, state data revealed."
"California ETS emissions dip in 2018, as fuel sector GHGs fall for first time","Americas,Canada,US","Published 20:34 on November 4, 2019  /  Last updated at 21:11 on November 6, 2019  /  ","California’s fuel sector reported its first year-on-year emissions reduction under the WCI-linked cap-and-trade programme in 2018, as flat carbon output from the power sector helped contribute to a small annual decrease in regulated GHGs, state data revealed Monday."
"Top LCFS credit holder increases concentration during Q2, data shows","Americas,RINs & LCFS,US","Published 17:16 on November 4, 2019  /  Last updated at 22:44 on November 4, 2019  /  ","The largest holder of California Low Carbon Fuel Standard (LCFS) credits increased its share of the surplus bank volume during the second quarter, while the top two entities now command over half of all credits accumulated in the programme, state data shows."
US concerns flag major risks for UN’s CORSIA aviation scheme as sign-up deadline nears,"Aviation/CORSIA,China,EMEA,EU ETS,International,Kyoto Mechanisms,New Market Mechanisms,US,Voluntary Market","Published 16:59 on November 4, 2019  /  Last updated at 16:25 on November 15, 2019  /  ","The US has major concerns about the EU’s and China’s approaches to CORSIA, making the success of the UN’s aviation offset scheme anything but certain just months ahead of a crunch deadline."
"Two Massachusetts power generators inch above 2019 GWSA allocations, data shows","Americas,US","Published 19:54 on November 1, 2019  /  Last updated at 19:54 on November 1, 2019  /  ","Two Massachusetts-based generators have emitted more than their initial 2019 permit allocations under the state’s Global Warming Solution Act (GWSA) carbon market through the third quarter, but surplus allowances in the programme could be minimising their need to go into the secondary market."
California LCFS sees 250k deficit as credit bank drops to 8 mln,"Americas,RINs & LCFS,US","Published 17:08 on November 1, 2019  /  Last updated at 17:08 on November 1, 2019  /  ","Regulated entities under the California Low Carbon Fuel Standard drew down nearly 250,000 tonnes on the credit bank in the second quarter of 2019, as record deficits from gasoline and diesel outpaced higher credit generation totals from ethanol and biodiesel."
Few hiccups seen for California’s interim ETS compliance deadline,"Americas,Canada,US","Published 16:06 on November 1, 2019  /  Last updated at 21:01 on November 1, 2019  /  ","California regulated entities are expected to easily comply with Friday’s interim cap-and-trade deadline, as more than enough allowances are being held in compliance accounts to meet projected GHG obligations, Carbon Pulse data suggests."
"Spain approved as new host of COP25 climate talks, with dates unchanged","Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Bavardage,Canada,China,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,Shipping,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 14:14 on November 1, 2019  /  Last updated at 10:06 on November 5, 2019  /  ","Spain’s offer to host this year’s UN climate talks has been approved, the international organisation said Friday, with Madrid set to be the venue after Chile pulled out due to ongoing protests in the country."
"NA Markets: RGGI prices rise ahead of Virginia election, CCAs flatten on spreads","Americas,Canada,US","Published 21:33 on October 31, 2019  /  Last updated at 04:35 on November 1, 2019  /  ","RGGI allowances (RGAs) inched up on the secondary market this week ahead of Virginia’s general election, while California Carbon Allowance (CCA) prices stabilised amid increased spread trading."
"RGGI emissions dip by over 10% in Q3 on lower New York, Massachusetts output","Americas,US","Published 21:19 on October 31, 2019  /  Last updated at 04:19 on November 1, 2019  /  ","The RGGI cap-and-trade system’s CO2 output plummeted more than 10% during the third quarter of 2019 as New York- and Massachusetts-based generators emitted less amid milder weather, putting the Northeast ETS on track to eclipse its all-time yearly low."
